"","age","income","dt_customer","recency","kidhome","teenhome","numdealspurchases","numwebvisitsmonth","totalpurchases","moneyspent","fish_ratio","meat_ratio","sweet_ratio","gold_ratio","fruit_ratio","wine_ratio","web_ratio","catalog_ratio","store_ratio"
"1233",46,28647,11,54,1,0,1,7,6,94,0,0.308510638297872,0.127659574468085,0.276595744680851,0.0851063829787234,0.202127659574468,0.333333333333333,0.333333333333333,0.333333333333333
"1234",52,37760,11,54,1,0,1,6,5,54,0.037037037037037,0.240740740740741,0.185185185185185,0,0.0555555555555556,0.481481481481481,0.4,0,0.6
"1236",69,72635,11,54,0,0,1,3,20,981,0.106014271151886,0.329255861365953,0.035677879714577,0.109072375127421,0.0224260958205912,0.397553516819572,0.3,0.4,0.3
"1237",69,72635,11,54,0,0,1,3,20,981,0.106014271151886,0.329255861365953,0.035677879714577,0.109072375127421,0.0224260958205912,0.397553516819572,0.3,0.4,0.3
"1238",76,77142,11,54,0,0,1,2,16,990,0.0292929292929293,0.163636363636364,0.152525252525253,0.097979797979798,0.0757575757575758,0.480808080808081,0.25,0.25,0.5
"1240",56,36065,11,54,1,1,3,8,6,74,0.135135135135135,0.45945945945946,0.027027027027027,0.0405405405405405,0.0945945945945946,0.243243243243243,0.5,0,0.5
"1242",47,35790,11,54,1,0,2,7,5,72,0.416666666666667,0.277777777777778,0.0138888888888889,0.0416666666666667,0.0833333333333333,0.166666666666667,0.4,0,0.6
"1243",62,39552,12,54,1,1,7,8,13,384,0.0104166666666667,0.3828125,0.0625,0.106770833333333,0.0078125,0.4296875,0.461538461538462,0.153846153846154,0.384615384615385
"1246",59,51390,12,54,1,1,6,5,12,353,0.0651558073654391,0.13314447592068,0.0056657223796034,0.158640226628895,0.056657223796034,0.580736543909348,0.416666666666667,0.166666666666667,0.416666666666667
"1247",43,72066,10,55,0,0,1,2,16,1792,0.0747767857142857,0.299107142857143,0.0284598214285714,0.0189732142857143,0.0189732142857143,0.559709821428571,0.25,0.375,0.375
"1249",59,48006,10,55,1,1,1,6,4,41,0.0731707317073171,0.268292682926829,0.048780487804878,0.048780487804878,0,0.560975609756098,0.25,0,0.75
"1250",49,65106,10,55,0,1,3,6,24,973,0.0123329907502569,0.136690647482014,0,0.0195272353545735,0.0195272353545735,0.811921891058582,0.333333333333333,0.125,0.541666666666667
"1251",64,58401,10,55,0,1,1,4,5,96,0.177083333333333,0.114583333333333,0.302083333333333,0.302083333333333,0,0.104166666666667,0.2,0.4,0.4
"1252",64,29315,10,55,1,1,4,6,6,48,0.166666666666667,0.291666666666667,0.145833333333333,0.0833333333333333,0.0416666666666667,0.270833333333333,0.333333333333333,0,0.666666666666667
"1253",73,49389,11,55,1,1,1,7,5,65,0.0307692307692308,0.292307692307692,0.0153846153846154,0.0461538461538462,0,0.615384615384615,0.4,0,0.6
"1255",64,46779,11,55,1,1,1,4,3,23,0,0.130434782608696,0,0.304347826086957,0.0434782608695652,0.521739130434783,0,0.333333333333333,0.666666666666667
"1256",64,28520,11,55,1,1,1,6,4,43,0,0.232558139534884,0.0465116279069767,0.465116279069767,0,0.255813953488372,0.25,0.25,0.5
"1257",61,34377,11,55,0,1,2,7,6,114,0.0263157894736842,0.192982456140351,0.0087719298245614,0.228070175438596,0,0.543859649122807,0.333333333333333,0.333333333333333,0.333333333333333
"1258",63,54959,11,55,0,1,3,7,18,1232,0,0.0487012987012987,0,0.0194805194805195,0,0.931818181818182,0.5,0.277777777777778,0.222222222222222
"1260",68,46998,12,55,0,1,5,7,13,377,0.119363395225464,0.228116710875332,0.0159151193633952,0.0716180371352785,0.108753315649867,0.456233421750663,0.384615384615385,0.230769230769231,0.384615384615385
"1263",70,57333,12,55,0,1,11,6,22,1662,0.0457280385078219,0.238868832731649,0.0348977135980746,0.10589651022864,0.00842358604091456,0.5661853188929,0.363636363636364,0.227272727272727,0.409090909090909
"1269",69,46390,10,56,0,1,1,7,9,222,0.00900900900900901,0.288288288288288,0.0405405405405405,0.171171171171171,0.0630630630630631,0.427927927927928,0.444444444444444,0.222222222222222,0.333333333333333
"1272",73,59412,10,56,0,0,1,3,14,406,0.0738916256157636,0.4064039408867,0.105911330049261,0.0270935960591133,0.165024630541872,0.221674876847291,0.285714285714286,0.142857142857143,0.571428571428571
"1273",56,50616,10,56,0,1,2,7,8,149,0,0.10738255033557,0.00671140939597315,0.0268456375838926,0,0.859060402684564,0.5,0,0.5
"1275",42,57937,10,56,0,1,3,3,17,683,0.0805270863836018,0.210834553440703,0.0702781844802343,0.194729136163982,0.061493411420205,0.382137628111274,0.235294117647059,0.235294117647059,0.529411764705882
"1276",40,73356,10,56,0,0,1,2,21,1512,0,0.212962962962963,0.00925925925925926,0.0740740740740741,0.00925925925925926,0.694444444444444,0.238095238095238,0.523809523809524,0.238095238095238
"1278",50,58494,11,56,0,1,2,6,14,396,0.0101010101010101,0.171717171717172,0,0.047979797979798,0.0176767676767677,0.752525252525252,0.428571428571429,0.142857142857143,0.428571428571429
"1279",55,72460,11,56,0,0,1,1,15,1047,0.0764087870105062,0.515759312320917,0.0286532951289398,0.00955109837631328,0.00955109837631328,0.36007640878701,0.2,0.333333333333333,0.466666666666667
"1282",43,36959,11,56,1,0,2,8,5,62,0.0967741935483871,0.403225806451613,0,0,0.0967741935483871,0.403225806451613,0.4,0,0.6
"1283",53,46463,11,56,1,1,7,6,10,235,0.0340425531914894,0.170212765957447,0.0468085106382979,0.0468085106382979,0.00851063829787234,0.693617021276596,0.3,0.1,0.6
"1284",45,61825,11,56,0,1,1,4,14,424,0.129716981132075,0.235849056603774,0.0707547169811321,0.0636792452830189,0.117924528301887,0.382075471698113,0.285714285714286,0.142857142857143,0.571428571428571
"1285",45,61825,11,56,0,1,1,4,14,424,0.129716981132075,0.235849056603774,0.0707547169811321,0.0636792452830189,0.117924528301887,0.382075471698113,0.285714285714286,0.142857142857143,0.571428571428571
"1286",35,28691,11,56,1,0,1,8,4,34,0.235294117647059,0.382352941176471,0,0.117647058823529,0.117647058823529,0.147058823529412,0.25,0,0.75
"1287",35,28691,11,56,1,0,1,8,4,34,0.235294117647059,0.382352941176471,0,0.117647058823529,0.117647058823529,0.147058823529412,0.25,0,0.75
"1289",49,84196,11,56,0,1,1,3,19,1237,0.186742118027486,0.409862570735651,0.0250606305578011,0.1535974130962,0.0509296685529507,0.173807599029911,0.421052631578947,0.210526315789474,0.368421052631579
"1292",51,3502,11,56,1,0,0,14,0,5,0,0.2,0,0.2,0.2,0.4,NA,NA,NA
"1293",67,47743,11,56,0,1,3,6,11,275,0,0.156363636363636,0.0436363636363636,0.0727272727272727,0.00727272727272727,0.72,0.363636363636364,0.0909090909090909,0.545454545454545
"1294",75,80360,11,56,0,0,2,2,13,2231,0.0502017032720753,0.203496190049305,0.0192738682205289,0.0192738682205289,0.0385477364410578,0.669206633796504,0.307692307692308,0.307692307692308,0.384615384615385
"1295",53,66303,11,56,0,1,4,8,18,1286,0.0124416796267496,0.0746500777604977,0.00933125972006221,0.046656298600311,0.00933125972006221,0.847589424572317,0.166666666666667,0.222222222222222,0.611111111111111
"1296",55,52413,11,56,0,2,4,6,22,910,0.0824175824175824,0.297802197802198,0.107692307692308,0.0714285714285714,0.116483516483516,0.324175824175824,0.272727272727273,0.181818181818182,0.545454545454545
"1297",68,60714,11,56,0,0,2,5,21,957,0.105538140020899,0.234064785788924,0.0961337513061651,0.169278996865204,0.169278996865204,0.225705329153605,0.333333333333333,0.19047619047619,0.476190476190476
"1298",40,31385,12,56,1,0,1,8,3,27,0,0.444444444444444,0.037037037037037,0.333333333333333,0.0740740740740741,0.111111111111111,0.333333333333333,0,0.666666666666667
"1299",29,83257,12,56,0,0,1,6,27,1365,0.0278388278388278,0.432234432234432,0.0783882783882784,0.0490842490842491,0.0197802197802198,0.392673992673993,0.185185185185185,0.37037037037037,0.444444444444444
"1300",49,80427,12,56,0,1,1,5,27,1835,0.0376021798365123,0.244686648501362,0.0386920980926431,0.0141689373297003,0.0386920980926431,0.626158038147139,0.407407407407407,0.296296296296296,0.296296296296296
"1302",47,42014,12,56,1,0,6,8,14,436,0.0091743119266055,0.247706422018349,0.0344036697247706,0.114678899082569,0.0344036697247706,0.559633027522936,0.5,0.0714285714285714,0.428571428571429
"1303",47,42014,12,56,1,0,6,8,14,436,0.0091743119266055,0.247706422018349,0.0344036697247706,0.114678899082569,0.0344036697247706,0.559633027522936,0.5,0.0714285714285714,0.428571428571429
"1305",60,41713,10,57,1,1,5,6,8,174,0.0574712643678161,0.252873563218391,0.0574712643678161,0.14367816091954,0.0459770114942529,0.442528735632184,0.375,0.125,0.5
"1306",70,62670,10,57,0,1,1,3,21,825,0.096969696969697,0.111515151515152,0.0557575757575758,0.0460606060606061,0.0363636363636364,0.653333333333333,0.238095238095238,0.142857142857143,0.619047619047619
"1307",52,70932,10,57,0,1,2,3,20,909,0.0506050605060506,0.11001100110011,0.203520352035204,0.203520352035204,0.212321232123212,0.22002200220022,0.3,0.1,0.6
"1308",73,78939,11,57,0,0,1,3,19,1507,0.099535500995355,0.161247511612475,0,0.136031851360319,0.0763105507631055,0.526874585268746,0.421052631578947,0.263157894736842,0.31578947368421
"1310",56,63967,11,57,0,1,3,2,20,882,0.082766439909297,0.159863945578231,0.0396825396825397,0.183673469387755,0.0952380952380952,0.438775510204082,0.2,0.2,0.6
"1311",76,90842,11,57,0,0,1,1,26,1424,0.127808988764045,0.0828651685393258,0.131320224719101,0.065308988764045,0.0491573033707865,0.543539325842697,0.153846153846154,0.346153846153846,0.5
"1312",77,25358,11,57,0,1,2,6,4,32,0,0.15625,0,0.25,0,0.59375,0.25,0,0.75
"1314",42,28567,11,57,1,0,2,6,5,46,0.0434782608695652,0.478260869565217,0.0434782608695652,0.130434782608696,0.0652173913043478,0.239130434782609,0.4,0,0.6
"1315",46,66373,11,57,1,1,7,3,16,606,0.0198019801980198,0.204620462046205,0.0396039603960396,0.17986798679868,0.0148514851485149,0.541254125412541,0.25,0.125,0.625
"1316",46,66373,11,57,1,1,7,3,16,606,0.0198019801980198,0.204620462046205,0.0396039603960396,0.17986798679868,0.0148514851485149,0.541254125412541,0.25,0.125,0.625
"1320",56,83664,11,57,1,1,3,5,16,1173,0.0238704177323103,0.128729752770674,0.0179028132992327,0.0733162830349531,0.0179028132992327,0.738277919863598,0.125,0.125,0.75
"1321",73,27450,11,57,0,0,1,7,6,143,0.0559440559440559,0.160839160839161,0.0769230769230769,0.363636363636364,0.0839160839160839,0.258741258741259,0.333333333333333,0.166666666666667,0.5
"1322",46,54880,11,57,1,0,2,5,19,795,0.128301886792453,0.172327044025157,0.0566037735849057,0.148427672955975,0.106918238993711,0.387421383647799,0.31578947368421,0.105263157894737,0.578947368421053
"1323",59,71322,11,57,0,1,2,4,26,1305,0.0528735632183908,0.173180076628352,0.00766283524904215,0.15632183908046,0.0329501915708812,0.577011494252874,0.307692307692308,0.192307692307692,0.5
"1324",48,60000,12,57,0,1,5,6,19,1277,0,0.169929522317933,0,0.00939702427564605,0,0.820673453406421,0.578947368421053,0.157894736842105,0.263157894736842
"1328",36,20518,10,58,1,0,1,5,4,25,0.16,0.24,0.04,0.36,0.04,0.16,0.25,0.25,0.5
"1329",76,34469,10,58,1,1,3,4,6,62,0,0.32258064516129,0.0806451612903226,0.193548387096774,0.0967741935483871,0.306451612903226,0.166666666666667,0.166666666666667,0.666666666666667
"1330",72,28332,10,58,0,0,1,2,7,65,0.0615384615384615,0.2,0.230769230769231,0.138461538461538,0.153846153846154,0.215384615384615,0.285714285714286,0.142857142857143,0.571428571428571
"1332",56,38443,10,58,1,1,2,7,4,38,0,0.131578947368421,0,0.0263157894736842,0,0.842105263157895,0.25,0,0.75
"1333",51,65333,10,58,0,1,7,6,21,798,0,0.115288220551378,0.018796992481203,0.037593984962406,0.0087719298245614,0.819548872180451,0.428571428571429,0.19047619047619,0.380952380952381
"1334",72,82623,11,58,0,0,1,1,15,940,0.182978723404255,0.217021276595745,0.162765957446809,0.184042553191489,0.0361702127659574,0.217021276595745,0.133333333333333,0.6,0.266666666666667
"1335",53,73691,11,58,0,1,2,2,16,1179,0.0720949957591179,0.212044105173876,0.0364715860899067,0.0619168787107718,0.0178117048346056,0.599660729431722,0.375,0.125,0.5
"1338",42,24367,11,58,1,0,1,9,3,24,0,0.0833333333333333,0.458333333333333,0.208333333333333,0.166666666666667,0.0833333333333333,0.333333333333333,0,0.666666666666667
"1339",53,91700,11,58,0,0,1,3,19,1968,0.0635162601626016,0.488313008130081,0.0584349593495935,0.00965447154471545,0.0873983739837398,0.292682926829268,0.421052631578947,0.31578947368421,0.263157894736842
"1341",67,82017,12,58,0,0,1,2,16,729,0.0411522633744856,0.611796982167353,0.0315500685871056,0.0315500685871056,0.0315500685871056,0.252400548696845,0.3125,0.25,0.4375
"1342",67,58138,12,58,0,0,3,7,22,1617,0.106369820655535,0.337662337662338,0.054421768707483,0.054421768707483,0.054421768707483,0.392702535559678,0.363636363636364,0.454545454545455,0.181818181818182
"1343",71,59354,10,59,0,2,1,3,15,459,0.0849673202614379,0.169934640522876,0.028322440087146,0.028322440087146,0.0457516339869281,0.642701525054466,0.266666666666667,0.266666666666667,0.466666666666667
"1344",69,58482,10,59,0,1,2,6,20,731,0.0259917920656635,0.157318741450068,0.00957592339261286,0.00957592339261286,0.00957592339261286,0.78796169630643,0.35,0.2,0.45
"1347",49,31160,11,59,1,0,2,8,5,64,0.09375,0.390625,0.015625,0.203125,0.046875,0.25,0.4,0,0.6
"1348",52,40321,11,59,1,1,2,7,6,102,0.0588235294117647,0.205882352941176,0,0.264705882352941,0.0392156862745098,0.431372549019608,0.5,0,0.5
"1349",52,40321,11,59,1,1,2,7,6,102,0.0588235294117647,0.205882352941176,0,0.264705882352941,0.0392156862745098,0.431372549019608,0.5,0,0.5
"1350",53,55239,11,59,0,1,3,5,23,779,0.0295250320924262,0.305519897304236,0.030808729139923,0.13607188703466,0.0218228498074454,0.476251604621309,0.304347826086957,0.217391304347826,0.478260869565217
"1351",81,57513,11,59,0,0,2,6,25,1060,0.0490566037735849,0.172641509433962,0.0188679245283019,0.0283018867924528,0.0377358490566038,0.693396226415094,0.36,0.12,0.52
"1353",47,71855,11,59,0,1,4,3,21,1141,0,0.369851007887818,0.098159509202454,0.0245398773006135,0.0271691498685364,0.480280455740578,0.238095238095238,0.238095238095238,0.523809523809524
"1354",48,7500,12,59,0,0,1,8,5,61,0.180327868852459,0.180327868852459,0.0163934426229508,0.262295081967213,0.262295081967213,0.0983606557377049,0.4,0,0.6
"1355",53,71969,12,59,0,1,3,8,16,1086,0,0.0699815837937385,0,0.00920810313075507,0,0.920810313075506,0.1875,0.25,0.5625
"1356",47,28973,12,59,0,0,2,8,11,269,0.0111524163568773,0.171003717472119,0.00743494423791822,0.0446096654275093,0,0.765799256505576,0.454545454545455,0.0909090909090909,0.454545454545455
"1357",73,80872,10,60,0,0,1,1,18,1336,0.0703592814371257,0.42440119760479,0.00898203592814371,0.0808383233532934,0.0538922155688623,0.361526946107784,0.222222222222222,0.222222222222222,0.555555555555556
"1358",68,84117,10,60,0,0,1,2,23,1566,0.0376756066411239,0.478288633461047,0.028735632183908,0.016602809706258,0.0485312899106003,0.390166028097063,0.304347826086957,0.434782608695652,0.260869565217391
"1359",66,38741,10,60,1,1,2,7,5,61,0.131147540983607,0.278688524590164,0.0983606557377049,0.213114754098361,0.163934426229508,0.114754098360656,0.4,0,0.6
"1360",51,38961,11,60,1,0,1,7,5,70,0,0.271428571428571,0.0142857142857143,0.342857142857143,0.1,0.271428571428571,0.4,0.2,0.4
"1361",56,75922,11,60,0,0,1,1,17,1295,0.172972972972973,0.427027027027027,0.0177606177606178,0.071042471042471,0.106563706563707,0.204633204633205,0.235294117647059,0.235294117647059,0.529411764705882
"1362",59,56962,11,60,2,1,7,7,14,411,0.024330900243309,0.187347931873479,0.0072992700729927,0.0632603406326034,0.0072992700729927,0.710462287104623,0.428571428571429,0.214285714285714,0.357142857142857
"1363",59,56962,11,60,2,1,7,7,14,411,0.024330900243309,0.187347931873479,0.0072992700729927,0.0632603406326034,0.0072992700729927,0.710462287104623,0.428571428571429,0.214285714285714,0.357142857142857
"1364",75,70165,11,60,0,0,1,1,21,926,0.214902807775378,0.273218142548596,0.206263498920086,0.131749460043197,0,0.173866090712743,0.142857142857143,0.333333333333333,0.523809523809524
"1365",51,65308,11,60,0,0,1,4,27,1211,0.0990916597853014,0.218001651527663,0.0660611065235343,0.0280759702725021,0,0.588769611890999,0.259259259259259,0.296296296296296,0.444444444444444
"1367",57,63246,11,60,0,2,1,4,21,772,0.0375647668393782,0.117875647668394,0.0284974093264249,0.00906735751295337,0.038860103626943,0.768134715025907,0.285714285714286,0.142857142857143,0.571428571428571
"1369",34,96843,11,60,0,0,1,2,27,1544,0.0259067357512953,0.615932642487047,0.0110103626943005,0.0110103626943005,0.0459844559585492,0.290155440414508,0.222222222222222,0.407407407407407,0.37037037037037
"1370",38,82333,11,60,0,0,1,2,17,1822,0.0252469813391877,0.197036223929748,0.048847420417124,0.00933040614709111,0,0.71953896816685,0.235294117647059,0.176470588235294,0.588235294117647
"1371",75,72643,11,60,0,0,1,2,20,1429,0.086074177746676,0.386983904828551,0.0657802659202239,0.0370888733379986,0.0559832050384885,0.368089573128062,0.15,0.5,0.35
"1373",68,55284,12,60,0,1,3,5,20,764,0,0.183246073298429,0.00916230366492147,0.0824607329842932,0.00916230366492147,0.715968586387435,0.35,0.25,0.4
"1374",45,15287,12,60,1,0,2,7,4,31,0.129032258064516,0.258064516129032,0.0967741935483871,0.419354838709677,0.0645161290322581,0.032258064516129,0.25,0.25,0.5
"1375",45,15287,12,60,1,0,2,7,4,31,0.129032258064516,0.258064516129032,0.0967741935483871,0.419354838709677,0.0645161290322581,0.032258064516129,0.25,0.25,0.5
"1376",37,51563,12,60,0,0,1,8,18,1250,0,0.0384,0,0.0288,0,0.9328,0.222222222222222,0.222222222222222,0.555555555555556
"1377",48,81929,12,60,1,0,2,6,18,2053,0.0238675109595714,0.135411592791038,0,0.0901120311738919,0.0267900633219679,0.723818801753531,0.222222222222222,0.222222222222222,0.555555555555556
"1379",51,60432,10,61,0,1,5,6,14,401,0.00997506234413965,0.0374064837905237,0.00748129675810474,0.027431421446384,0.00748129675810474,0.910224438902743,0.5,0.142857142857143,0.357142857142857
"1380",67,66726,10,61,1,1,3,7,14,438,0,0.0799086757990868,0,0.107305936073059,0.0159817351598174,0.796803652968037,0.571428571428571,0.142857142857143,0.285714285714286
"1381",65,62450,10,61,0,1,2,3,14,995,0.0623115577889447,0.268341708542714,0.0663316582914573,0.0381909547738693,0.0472361809045226,0.517587939698492,0.357142857142857,0.357142857142857,0.285714285714286
"1382",49,49514,11,61,1,0,2,7,11,369,0.157181571815718,0.211382113821138,0.035230352303523,0.252032520325203,0.105691056910569,0.238482384823848,0.545454545454545,0.0909090909090909,0.363636363636364
"1383",52,43269,11,61,1,0,1,8,3,19,0,0.368421052631579,0,0.0526315789473684,0.0526315789473684,0.526315789473684,0.333333333333333,0,0.666666666666667
"1384",65,33762,11,61,2,1,3,8,6,106,0.0188679245283019,0.320754716981132,0,0.150943396226415,0.00943396226415094,0.5,0.333333333333333,0.333333333333333,0.333333333333333
"1388",69,50737,11,61,0,1,1,6,6,99,0,0.111111111111111,0,0.101010101010101,0,0.787878787878788,0.333333333333333,0,0.666666666666667
"1389",68,26150,11,61,2,1,1,7,4,28,0.107142857142857,0.464285714285714,0.178571428571429,0.0357142857142857,0.0357142857142857,0.178571428571429,0.25,0,0.75
"1390",73,57304,11,61,0,1,2,5,23,1026,0.134502923976608,0.320662768031189,0.0165692007797271,0.103313840155945,0.0779727095516569,0.346978557504873,0.304347826086957,0.260869565217391,0.434782608695652
"1391",73,71107,11,61,0,1,2,4,26,1327,0.149208741522231,0.163526752072344,0.13112283345893,0.146948003014318,0.00753579502637528,0.401657874905803,0.269230769230769,0.230769230769231,0.5
"1393",66,81320,11,61,0,0,1,2,17,928,0.0635775862068965,0.53125,0.110991379310345,0.0614224137931034,0.0355603448275862,0.197198275862069,0.235294117647059,0.176470588235294,0.588235294117647
"1394",32,87000,12,61,0,0,1,2,17,961,0.0697190426638918,0.631633714880333,0.0176899063475546,0.0509885535900104,0.0260145681581686,0.203954214360042,0.235294117647059,0.352941176470588,0.411764705882353
"1395",50,40049,12,61,0,1,3,5,11,290,0.0344827586206897,0.179310344827586,0.151724137931034,0.096551724137931,0.224137931034483,0.313793103448276,0.272727272727273,0.181818181818182,0.545454545454545
"1396",54,63684,12,61,0,1,3,5,20,1464,0.14207650273224,0.292349726775956,0.0635245901639344,0.0546448087431694,0.0546448087431694,0.39275956284153,0.4,0.2,0.4
"1397",54,69016,12,61,0,1,4,5,30,1533,0.0802348336594912,0.23679060665362,0.0697977821265492,0.105022831050228,0.0345727332028702,0.473581213307241,0.266666666666667,0.3,0.433333333333333
"1398",45,7500,12,61,0,1,1,8,3,18,0.166666666666667,0.166666666666667,0,0.277777777777778,0.111111111111111,0.277777777777778,0.333333333333333,0,0.666666666666667
"1399",67,73803,12,61,0,1,2,6,20,1528,0.0340314136125654,0.237565445026178,0.0170157068062827,0.113874345549738,0.0523560209424084,0.545157068062827,0.45,0.25,0.3
"1400",51,46094,10,62,1,1,1,7,4,44,0.0681818181818182,0.454545454545455,0.0454545454545455,0.113636363636364,0.0454545454545455,0.272727272727273,0.25,0,0.75
"1401",51,85844,10,62,0,0,1,2,19,1958,0.0127681307456588,0.430541368743616,0.0485188968335036,0.0194075587334014,0.00970377936670072,0.47906026557712,0.31578947368421,0.31578947368421,0.368421052631579
"1402",69,38452,10,62,1,1,3,7,6,72,0,0.194444444444444,0,0.0277777777777778,0,0.777777777777778,0.5,0,0.5
"1403",69,38452,10,62,1,1,3,7,6,72,0,0.194444444444444,0,0.0277777777777778,0,0.777777777777778,0.5,0,0.5
"1404",69,80395,11,62,0,0,1,2,23,1380,0.0579710144927536,0.511594202898551,0.0550724637681159,0.0347826086956522,0.0181159420289855,0.322463768115942,0.260869565217391,0.217391304347826,0.521739130434783
"1406",75,35416,11,62,0,0,3,8,13,390,0.0102564102564103,0.207692307692308,0.00769230769230769,0.130769230769231,0.00769230769230769,0.635897435897436,0.538461538461538,0.0769230769230769,0.384615384615385
"1408",66,50729,11,62,1,1,9,6,15,496,0.0907258064516129,0.288306451612903,0.00806451612903226,0.104838709677419,0.0262096774193548,0.481854838709677,0.4,0.133333333333333,0.466666666666667
"1411",34,34412,11,62,1,0,3,9,8,209,0.0191387559808612,0.239234449760766,0.172248803827751,0.263157894736842,0.0574162679425837,0.248803827751196,0.625,0,0.375
"1412",39,31158,11,62,1,0,2,8,5,72,0.277777777777778,0.222222222222222,0,0.0694444444444444,0.0833333333333333,0.347222222222222,0.4,0,0.6
"1413",73,34838,11,62,1,1,3,6,7,170,0.170588235294118,0.170588235294118,0.0823529411764706,0.276470588235294,0.135294117647059,0.164705882352941,0.285714285714286,0.142857142857143,0.571428571428571
"1414",45,56775,11,62,0,1,2,5,23,937,0.0618996798292423,0.170757737459979,0.0373532550693703,0.0373532550693703,0.0373532550693703,0.655282817502668,0.217391304347826,0.347826086956522,0.434782608695652
"1415",75,54356,12,62,0,1,3,8,21,775,0.0258064516129032,0.0387096774193548,0,0,0.0193548387096774,0.916129032258065,0.523809523809524,0.0952380952380952,0.380952380952381
"1416",46,72159,12,62,0,0,1,2,20,1401,0.0242683797287652,0.641684511063526,0.0285510349750178,0.0378301213418986,0.0378301213418986,0.229835831548894,0.2,0.3,0.5
"1417",33,8028,12,62,0,0,15,19,1,178,0.0393258426966292,0.370786516853933,0.0674157303370786,0.0112359550561798,0.101123595505618,0.410112359550562,0,1,0
"1422",54,32303,10,63,0,1,2,5,5,39,0,0.0512820512820513,0,0.0512820512820513,0,0.897435897435897,0.2,0,0.8
"1423",56,55954,10,63,0,1,3,7,16,518,0,0.0540540540540541,0,0.083011583011583,0,0.862934362934363,0.5,0.125,0.375
"1426",46,63693,11,63,0,1,3,6,26,1150,0.0365217391304348,0.29304347826087,0.0756521739130435,0.0469565217391304,0.0373913043478261,0.510434782608696,0.423076923076923,0.230769230769231,0.346153846153846
"1427",46,63693,11,63,0,1,3,6,26,1150,0.0365217391304348,0.29304347826087,0.0756521739130435,0.0469565217391304,0.0373913043478261,0.510434782608696,0.423076923076923,0.230769230769231,0.346153846153846
"1428",39,19510,11,63,2,0,2,7,4,30,0.1,0.233333333333333,0.133333333333333,0.233333333333333,0,0.3,0.25,0,0.75
"1429",65,52332,11,63,0,0,1,4,11,259,0.027027027027027,0.127413127413127,0,0.00772200772200772,0.0193050193050193,0.818532818532819,0.272727272727273,0.181818181818182,0.545454545454545
"1432",75,74859,11,63,0,0,1,3,22,1565,0.0849840255591054,0.392332268370607,0.0651757188498403,0.0466453674121406,0.0466453674121406,0.364217252396166,0.272727272727273,0.227272727272727,0.5
"1433",53,40851,11,63,1,1,1,7,4,59,0,0.11864406779661,0.0677966101694915,0.406779661016949,0.0169491525423729,0.389830508474576,0.25,0.25,0.5
"1434",75,58607,12,63,0,1,3,8,14,972,0,0.088477366255144,0,0.0195473251028807,0,0.891975308641975,0.142857142857143,0.214285714285714,0.642857142857143
"1435",32,7500,12,63,1,0,4,9,7,119,0.0672268907563025,0.151260504201681,0.218487394957983,0.336134453781513,0.142857142857143,0.0840336134453782,0.428571428571429,0.285714285714286,0.285714285714286
"1436",49,52614,12,63,0,1,2,8,14,990,0.0121212121212121,0.143434343434343,0.00909090909090909,0.0383838383838384,0,0.796969696969697,0.142857142857143,0.285714285714286,0.571428571428571
"1437",49,52614,12,63,0,1,2,8,14,990,0.0121212121212121,0.143434343434343,0.00909090909090909,0.0383838383838384,0,0.796969696969697,0.142857142857143,0.285714285714286,0.571428571428571
"1438",50,67445,12,63,0,1,5,6,27,1174,0.0247018739352641,0.184838160136286,0.0681431005110733,0.00936967632027257,0.0681431005110733,0.644804088586031,0.333333333333333,0.222222222222222,0.444444444444444
"1439",50,67445,12,63,0,1,5,6,27,1174,0.0247018739352641,0.184838160136286,0.0681431005110733,0.00936967632027257,0.0681431005110733,0.644804088586031,0.333333333333333,0.222222222222222,0.444444444444444
"1440",50,67445,12,63,0,1,5,6,27,1174,0.0247018739352641,0.184838160136286,0.0681431005110733,0.00936967632027257,0.0681431005110733,0.644804088586031,0.333333333333333,0.222222222222222,0.444444444444444
"1441",56,36778,12,63,1,1,3,9,6,77,0.025974025974026,0.441558441558442,0.051948051948052,0.051948051948052,0.051948051948052,0.376623376623377,0.5,0,0.5
"1444",59,40760,11,64,0,1,2,6,6,93,0,0.182795698924731,0,0.0645161290322581,0,0.752688172043011,0.333333333333333,0.166666666666667,0.5
"1445",59,69969,11,64,0,0,1,3,12,1536,0.0247395833333333,0.334635416666667,0.0188802083333333,0.0286458333333333,0.0188802083333333,0.57421875,0.333333333333333,0.166666666666667,0.5
"1446",69,80317,11,64,0,0,1,1,17,1231,0.121039805036556,0.314378554021121,0.073923639317628,0.0463038180341186,0.00893582453290008,0.435418359057677,0.176470588235294,0.235294117647059,0.588235294117647
"1448",49,54730,11,64,0,1,5,4,13,405,0.00987654320987654,0.0419753086419753,0.017283950617284,0.138271604938272,0.00740740740740741,0.785185185185185,0.307692307692308,0.0769230769230769,0.615384615384615
"1449",53,42835,11,64,1,1,7,6,16,595,0.0201680672268908,0.156302521008403,0.0151260504201681,0.164705882352941,0.00672268907563025,0.636974789915966,0.375,0.375,0.25
"1450",59,53843,11,64,0,1,4,7,16,562,0.0338078291814947,0.156583629893238,0.00711743772241993,0.129893238434164,0,0.672597864768683,0.5,0.3125,0.1875
